sour,5,0
sour,4,3480
sour,3,0
sour,2,1661
sour,1,0
salty,5,0
salty,4,0
salty,3,182
salty,2,0
salty,1,289
bitter,5,0
bitter,4,0
bitter,3,0
bitter,2,119
bitter,1,0
sweet,5,0
sweet,4,214
sweet,3,1318
sweet,2,84
sweet,1,0
hot,5,0
hot,4,800
hot,3,0
hot,2,128
hot,1,0
