sour,5,0
sour,4,0
sour,3,0
sour,2,0
sour,1,0
salty,5,0
salty,4,0
salty,3,3
salty,2,0
salty,1,0
bitter,5,0
bitter,4,0
bitter,3,0
bitter,2,0
bitter,1,0
sweet,5,0
sweet,4,3
sweet,3,5
sweet,2,0
sweet,1,0
hot,5,8
hot,4,312
hot,3,3
hot,2,0
hot,1,0
