date,time,user_name,text,link,retweet_counts,favorite_counts
2020-03-02,10:31:32,jriefangirl,아!!!!!! 아직안봤는데왜스포해십새끼들아죽을래 ,https://twitter.com/jriefangirl/status/1234426104561029121,0,0
2020-03-02,10:31:27,ERI_knife_,한번 피비피 덱을 강약덱으로 해봤는데.. 강점 : 언럭키를 스타트로 팀스포함 스킬난무가 가능 단점 : 한명이라도 죽으면 끝이다 연승연패하다가 영정님이 먼저 가버리셔서 두번졌다는 후기입니다.. ,https://twitter.com/ERI_knife_/status/1234426082444496896,1,1
2020-03-02,10:30:58,KwahCoa_06,와...고우 뭐지? 애니 스포 당할 때마다 지금 머리 세게 맞고 있음 진짜 속내를 모르겠다 역재 캐들 중에 제일로 모르겠음,https://twitter.com/KwahCoa_06/status/1234425960818044930,0,1
2020-03-02,10:29:53,mhyk_sai,아 나 엄청난걸 봐버렸네................ 화이트 카드스보다가...... 엄청난 사실을 봤자나 아놔........ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 내 손으로 직접 스포를 열어보다니....(?),https://twitter.com/mhyk_sai/status/1234425690302214144,0,1
2020-03-02,10:29:16,sangpal_2,스포될거같은ㄷ,https://twitter.com/sangpal_2/status/1234425535406592002,0,0
2020-03-02,10:29:08,cham_nvn,미친 유튜브 자동재생 때문에 5.2 공명편 대박 스포 밟을 뻔 했는데 0.1초만에 끄고나옴 첫장만 봣다,https://twitter.com/cham_nvn/status/1234425499469766656,0,1
2020-03-02,10:27:40,windyangel14,아니 원문도 아직 못본주제에 스포탐라만 보고 울고있음 이게 말이돼ㅠㅠㅠㅠㅠ어서빨리내일ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,https://twitter.com/windyangel14/status/1234425132296425475,0,0
2020-03-02,10:27:01,BBOS0M,정말 슬프다 나는 웹소 올라올 때마다 절대적으로 스포 안하려고 감상도 뭣도 안하고 일부러 다른 말 하는데 이번 화는 너무한다 정말로 나는 진짜 너무하다고 생각합니다?,https://twitter.com/BBOS0M/status/1234424967942377472,0,0
2020-03-02,10:26:15,ONHO_222,"ㅜㅠㅠㅠㅠㅠ ㅠ ㅠㅠㅠㅠㅠㅠㅠ진짜 메인 밀면 밀수록 나는,,,칠흑의,,,반역자,,,,어둠의,,,전사다,,,하고 다니게 대던ㅠㅠㅜㅜ글두 생강님 이제 수정공 스포 걱정안하고 연성 보실수잇다!!!!!",https://twitter.com/ONHO_222/status/1234424774777958401,0,0
2020-03-02,10:25:56,pangs_nmlove,역재6 스포계 팠습니다... 열렬히 스샷 찍어야지 @pangs_06spoiler,https://twitter.com/pangs_nmlove/status/1234424697279766530,0,0
2020-03-02,10:25:07,vember_mg,정말 제발 머리색바꾼게 큰일이고 큰스포인거 그만했으면 좋겠음 너무 노출이 적어서 머리색바꿈이 큰이벤트 큰떡밥이된거 기괴함....;;;;;,https://twitter.com/vember_mg/status/1234424490345369600,1,4
2020-03-02,10:24:29,wlulunw_AOT,#저기요 책표지 스포그자체 아닌가욤 ,https://twitter.com/wlulunw_AOT/status/1234424329565196288,0,7
2020-03-02,10:24:09,mehrtine,스포없는 파판7R 소감 역시 난 근딜은 안되나봐 ,https://twitter.com/mehrtine/status/1234424246593392640,0,8
2020-03-02,10:23:58,aulteng_07,어트케 이벤트한테 스포를 당하니 ,https://twitter.com/aulteng_07/status/1234424202062524416,0,0
2020-03-02,10:20:30,dulman_night,"최근 완결난 광염 결말에 대해 소개글로 명시해주지 않았다는 이야기를 들었는데, 앞으로도 스포에 해당하는 건 소개글로 명시할 생각은 없습니다. 제가 소개글에 명시하는 건 딱히 스포가 되지 않는 한입니다.",https://twitter.com/dulman_night/status/1234423327336255488,4,45
2020-03-02,10:19:50,hh_imMOON,"챕터1 스토리만 옮겨적었는데 4300자라니 도랐나. [스포/비밀글] 하현, 그의 이야기 : chapter -1- ",https://twitter.com/hh_imMOON/status/1234423158901362689,1,4
2020-03-02,10:19:37,_Nerre_,트친 친구들..저한테는 스포 막 줘도 괜찬ㄹ어요 잘 먹어요 그리고 어차피 한섭 루트는 다 밀어서 먹을게 중섭 스포밖에 없어,https://twitter.com/_Nerre_/status/1234423103993741314,0,1
2020-03-02,10:19:17,boo_luv_luv,다음화 스포 _ 이 이야기에서 제일 나쁜 건 누구일까?,https://twitter.com/boo_luv_luv/status/1234423021084917762,0,1
2020-03-02,10:19:09,Kpanda_pong,스포주의&gt; 세츠가 지팡이 한 번 쾅하면 다 죽는다는 걸 보여주고 싶었는데 지팡이 쓸 일도 많이 없다.. 이게 세츄냐 피카츄지 ,https://twitter.com/Kpanda_pong/status/1234422986498695168,0,1
2020-03-02,10:19:00,mjK0mI3mbuH0cOI,엄마가 카톡보내서 이것밖에 못찍은 (스포)장면.. ,https://twitter.com/mjK0mI3mbuH0cOI/status/1234422949618188288,0,1
2020-03-02,10:18:53,Hii_ee,근데 (스포) 해서 (스포) 해가지고 민주를 뽑은거잖아 그정도로 자기 재산/사용인 관리에 진심인 사람이 시세를 모를까 싶어서ㅠ,https://twitter.com/Hii_ee/status/1234422921969299457,0,1
2020-03-02,10:18:23,esaengmangkpop,희찬아 다음 번 커버 뭐 올려줄지 스포해조,https://twitter.com/esaengmangkpop/status/1234422794097610754,0,0
